mean,std,min_flux,max_flux,range,n_dips,avg_dip_depth,max_dip_duration,skewness,kurtosis,LABEL
9.953856740694402,160.7033479717893,-1053.97,504.46,1558.43,48,-394.73875,3,0.004391943624776552,0.40833845547245984,2
-7.427932436659368,60.00163779912892,-371.27,252.64,623.91,119,-241.82420168067227,8,-2.2738580833865845,10.0467248924665,2
8.189086643728492,281.8323965004981,-874.95,1274.59,2149.54,113,-665.0094690265486,24,0.3585424039734674,2.2005352831311864,2
-4.646587425711606,103.22257538396626,-268.41,370.29,638.7,84,-227.68857142857138,33,-0.0044328643900233425,-0.029247593017927453,2
-14.24065999374414,407.0576143670228,-1808.76,924.32,2733.08,90,-1031.1167777777778,14,-0.527379760105254,0.14430060317164628,2
18.015580231467002,155.6599567346647,-402.6,1087.88,1490.48,14,-320.2857142857143,3,0.4994282758076852,0.5275678893185445,2
1.2677885517672818,28.391372762067864,-118.86,312.8,431.66,38,-76.76815789473685,9,3.9863863439874803,37.8747105800981,2
-88.6208726931498,526.5183075061002,-3382.64,1001.7,4384.34,102,-2882.324509803922,12,-5.144233015875676,26.28417058594179,2
0.05911792305286206,37.11112833205652,-324.05,269.97,594.02,80,-128.826375,7,-1.1938318287607297,10.596850387837156,2
209.11593368783232,1501.1914770519843,-3198.72,4892.72,8091.4400000000005,69,-3014.9895652173914,10,0.48860424989507134,0.4006913807815824,2
17.659878010634966,184.56450827589876,-1931.67,1107.62,3039.29,47,-635.9336170212767,15,0.814310475739622,20.386987183574693,2
-41.726315295589615,473.0501351593577,-3674.59,1684.28,5358.87,81,-2512.9796296296295,6,-4.623859186074122,29.655018264602965,2
-4.388617453862997,46.4033112287263,-509.13,171.28,680.41,34,-423.2702941176471,12,-8.896943814423736,86.29833263955697,2
-96.25637785423835,440.4642844223477,-1405.44,1103.3,2508.74,85,-1045.8898823529412,10,-0.42547362632471497,-0.6399357526356195,2
-89.29856115107914,350.36381299423465,-769.39,368.01,1137.4,0,0.0,0,-0.5266686106647775,-1.0667127690126135,2
-14.595073506412252,234.16920860998863,-620.73,453.91,1074.64,190,-560.3452105263158,167,-0.5923216024949431,0.04864497256936584,2
0.5980606818892715,29.598571061385588,-131.08,201.45,332.53,59,-78.52830508474577,10,0.23231418250627836,2.865908620802414,2
0.040928995933687734,18.697292894173156,-93.91,178.98,272.89,84,-51.04940476190476,13,0.30955023067995413,5.361787318609483,2
-5.620294025649047,48.72176873447285,-245.12,600.47,845.59,123,-141.72365853658536,11,0.1810822104849623,12.87740852573139,2
1.2446481076008802,183.6280768567605,-613.06,1167.25,1780.31,93,-447.63645161290316,9,0.06357627685161157,1.1888582716301501,2
28.40655927431966,421.69178716979246,-2606.49,3625.61,6232.1,73,-1700.4271232876713,61,-1.0252949329883259,11.324578245981684,2
-207.4492962152018,2494.843527638364,-5949.33,4238.17,10187.5,4,-5554.1875,3,-0.10889130785943708,-1.3207782268809516,2
